candidate_id,dataset,sample_id,model_key,source,model_prediction,operation,edit_start,edit_end,source_text,target_text,edit_description,edit_validity,rule_text,evidence_spans_json,rationale,confidence,human_alignment_error,human_validity_error,human_wrong_rule,human_inapplicable_rule,human_missing_evidence,human_wrong_evidence,human_generic_explanation,human_edit_copy,human_semantic_distortion,human_unsupported_confidence,human_notes,human_decision,bucket,audit_priority,candidate_type,behavior,error_type,risk_count,risk_reasons
rf-edit-0033::qwen3_8b::rule_grounded,EXPECT,expect-test-00040,gector_roberta_base,"I think about transport that the government should help the public transport , for example buses , train , the metro and more , for a single reason : the quality of life against the pollution .","I think about transport that the government should help public transport , for example buses , trains , the metro and more , for a single reason : the quality of life against pollution .",delete,34,35,the,,Remove the article 'the' before 'pollution'.,stylistic,Avoid unnecessary articles before nouns that are clearly defined by context.,"[{""end"": 38, ""role"": ""target"", ""start"": 34, ""text"": ""the quality of life against pollution""}]","The article 'the' before 'pollution' is unnecessary because the prepositional phrase 'against pollution' already provides sufficient context, making the article redundant and stylistically optional.",0.9,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,risk,rule_grounded,overcorrection,U:DET,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence;alignment_error
rf-edit-0125::qwen3_8b::rule_grounded,EXPECT,expect-test-00001,t5_base_grammar,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.",delete,20,21,either,,Remove the word 'either' from the sentence.,stylistic,"When comparing two items in a list, the conjunction 'either' is often redundant if the list is already clear without it.","[{""end"": 25, ""role"": ""target"", ""start"": 20, ""text"": ""compared either to our parents' or our grandparents' lives""}]",The word 'either' is redundant in this context because the sentence already uses 'or' to introduce the two options. Removing 'either' makes the sentence more concise and natural.,0.95,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,risk,rule_grounded,overcorrection,U:CONJ,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence;alignment_error
rf-edit-0147::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0028,t5_base_grammar,Specializing in one particular subject does not suit our life in this era which is characterized by diversity and innovation,"Specializing in one particular subject does not suit our life in this era, which is characterized by diversity and innovation.",replace,12,13,era,"era,",Adding a comma after 'era' to separate the main clause from the relative clause.,valid,A comma should be used after introductory clauses or phrases that are not essential to the meaning of the sentence.,"[{""end"": 34, ""role"": ""relative_clause"", ""start"": 13, ""text"": ""which is characterized by diversity and innovation""}]","The phrase 'which is characterized by diversity and innovation' is a non-restrictive relative clause that adds additional context to the main clause. A comma is required after 'era' to properly separate the main clause from this relative clause, ensuring clarity and proper punctuation.",0.95,yes,yes,yes,yes,yes,yes,no,no,yes,yes,"Codex prelabel from automatic diagnostics: alignment_error, validity_error, wrong_rule, inapplicable_rule, missing_evidence, ...",reject,rejected,risk,rule_grounded,overcorrection,R:NOUN,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0242::qwen3_8b::natural,EXPECT,expect-test-00017,coedit_large,"Sometimes we go to partyies in the city , I dance in the parties with my friends .",Sometimes we go to parties in the city; I dance in the parties with my friends.,replace,4,5,partyies,parties,Correcting the spelling of 'partyies' to 'parties',valid,Ensure correct spelling of words.,"[{""end"": 9, ""role"": ""error"", ""start"": 4, ""text"": ""partyies""}, {""end"": 9, ""role"": ""correct"", ""start"": 4, ""text"": ""parties""}]","The word 'partyies' contains an incorrect double 'i', which is not part of the standard spelling of the word 'parties'. Correcting this spelling error ensures clarity and proper communication.",1.0,yes,yes,yes,yes,yes,yes,no,no,yes,yes,"Codex prelabel from automatic diagnostics: alignment_error, validity_error, wrong_rule, inapplicable_rule, missing_evidence, ...",reject,rejected,risk,natural,overcorrection,R:SPELL,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0291::qwen3_8b::natural,EXPECT,expect-test-00008,coedit_large,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without",replace,48,49,susage,"sausage,",Correcting the spelling of 'susage' to 'sausage',valid,Ensure correct spelling of words.,"[{""end"": 52, ""role"": ""error"", ""start"": 48, ""text"": ""susage""}, {""end"": 52, ""role"": ""correct"", ""start"": 48, ""text"": ""sausage""}]","The word 'susage' is misspelled. The correct spelling is 'sausage', which refers to a type of food. Correcting the spelling ensures clarity and proper communication.",1.0,yes,yes,yes,yes,yes,yes,no,no,yes,yes,"Codex prelabel from automatic diagnostics: alignment_error, validity_error, wrong_rule, inapplicable_rule, missing_evidence, ...",reject,rejected,risk,natural,overcorrection,R:SPELL,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0291::qwen3_8b::rule_grounded,EXPECT,expect-test-00008,coedit_large,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant. It 's called "" Lemon "". I go there every week. It has different food than other restaurants. I 'd like chicken crispy with garlic sauce. It 's an excellent choice for me, and my favorite appitizer is sausage, and in order for dessert, I 'd like "" Vadge "" cake with chocolate sauce. I feel at ease when I go there. I enjoy classical music while having lunch, and the service is very good and all the staff are respectable. I can n't imagine one week without",replace,48,49,susage,"sausage,",Correcting the spelling of 'susage' to 'sausage',valid,Ensure correct spelling of words.,"[{""end"": 52, ""role"": ""error"", ""start"": 48, ""text"": ""susage""}, {""end"": 52, ""role"": ""correct"", ""start"": 48, ""text"": ""sausage""}]","The word 'susage' is misspelled. The correct spelling is 'sausage', which refers to a type of food. Correcting the spelling ensures clarity and proper communication.",1.0,yes,yes,yes,yes,yes,yes,no,no,yes,yes,"Codex prelabel from automatic diagnostics: alignment_error, validity_error, wrong_rule, inapplicable_rule, missing_evidence, ...",reject,rejected,risk,rule_grounded,overcorrection,R:SPELL,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0009::qwen3_8b::natural,JFLEG,jfleg-dev-0026,gector_roberta_base,So the school try learning the students a bit in every science exist .,So the school tries teaching the students a bit of every science that exists .,replace,3,4,try,tries,Change 'try' to 'tries' to match subject-verb agreement,valid,The verb must agree with the subject in number (singular/plural).,"[{""end"": 6, ""role"": ""subject"", ""start"": 2, ""text"": ""school""}, {""end"": 7, ""role"": ""verb"", ""start"": 3, ""text"": ""try""}]","The subject 'school' is singular, so the verb should be 'tries' instead of 'try' to maintain subject-verb agreement.",1.0,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,risk,natural,correct_correction,R:VERB:SVA,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence;alignment_error
rf-edit-0009::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0026,gector_roberta_base,So the school try learning the students a bit in every science exist .,So the school tries teaching the students a bit of every science that exists .,replace,3,4,try,tries,Change 'try' to 'tries' to match subject-verb agreement,valid,the verb must agree with its subject in number,"[{""end"": 6, ""role"": ""subject"", ""start"": 2, ""text"": ""school""}, {""end"": 7, ""role"": ""verb"", ""start"": 3, ""text"": ""try""}]","The subject 'school' is singular, so the verb should be in third person singular form. 'Tries' agrees with 'school' in number and tense, making it grammatically correct.",1.0,yes,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",reject,rejected,risk,rule_grounded,correct_correction,R:VERB:SVA,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence;alignment_error
rf-edit-0217::qwen3_8b::natural,EXPECT,expect-test-00016,t5_base_grammar,In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,"In the end, I think if many people want the monarchy to be established, a general election should be called and then see if the monarchy should be abolished.",replace,13,14,ablished,"established,",Replace 'ablished' with 'established',valid,Correct spelling of words with common misspellings.,"[{""end"": 14, ""role"": ""error"", ""start"": 13, ""text"": ""ablished""}, {""end"": 14, ""role"": ""correction"", ""start"": 13, ""text"": ""established""}]",The word 'ablished' is a common misspelling of 'established'. Correcting it ensures clarity and proper communication of the intended meaning.,0.95,yes,yes,yes,yes,no,yes,no,no,yes,yes,"Codex prelabel from automatic diagnostics: alignment_error, validity_error, wrong_rule, inapplicable_rule, wrong_evidence, ...",reject,rejected,risk,natural,wrong_correction,R:SPELL,8,evidence_not_all_source_index_matched;evidence_prediction_only_text;wrong_evidence_auto;possible_false_rationalization;unsupported_confidence;alignment_error;validity_error_auto;semantic_distortion_auto
rf-edit-0268::qwen3_8b::natural,EXPECT,expect-test-00001,coedit_large,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.",replace,69,70,computer,"computer,",Adding a comma after 'computer',stylistic,A comma should be used to separate items in a list when the list contains three or more items.,"[{""end"": 70, ""role"": ""target"", ""start"": 69, ""text"": ""the mobile phone, the computer ed finally the internet""}]","The edit adds a comma after 'computer' to properly separate items in the list. While the original sentence may still be understandable, the addition of the comma improves clarity and adheres to standard punctuation rules for lists.",0.95,yes,no,no,no,yes,yes,no,no,no,yes,"Codex prelabel from automatic diagnostics: alignment_error, missing_evidence, wrong_evidence, unsupported_confidence.",reject,rejected,risk,natural,overcorrection,R:NOUN,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;unsupported_confidence;alignment_error
