counterfactual_model_prediction,counterfactual_source,counterfactual_validity_label,dataset,error_type,evidence_label,explanation,explanation_type,faithfulness_label,item_id,model_behavior,model_edit,model_family,model_key,model_prediction,notes,original_model_prediction,original_source,question,rule_correctness_label,simulated_behavior_label,source,task_type,variant_family,variant_strategy
A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in 50 years from now .,,EXPECT,,,,swapped_across_sentence,,r10-cf-00158,,"delete ""the time length of""",sequence-to-edit,gector_roberta_base,,,A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
The traffic can affect cars and buses to the same extent .,The traffic can affect cars and buses to the same extent .,,EXPECT,,,,wrong_rule,,r10-cf-00197,,"replace ""at"" with ""to""",sequence-to-edit,gector_roberta_base,,,The traffic can affect cars and buses to the same extent .,The traffic can affect cars and buses at the same extent .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
So I think we can not live if old people can not find science and technologies and they are not developed .,So I think we can not live if old people can not find siences and tecnologies and they did not developped .,,JFLEG,,,,wrong_rule,,r10-cf-00167,,"replace ""could"" with ""can""",sequence-to-edit,gector_roberta_base,,,So I think we can not live if old people can not find science and technologies and they do not develop .,So I think we can not live if old people could not find siences and tecnologies and they did not developped . ,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
But such a high level of development of Egyptian civilization has a negative side as well as positive today.,But such a high level of development of Egyptian civilization has a negative side as well as positive today .,,EXPECT,,,,explicit_template,,r10-cf-00240,,"insert ""a""",sequence-to-sequence,t5_base_grammar,,,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.",But such a high level of development of Egyptian civilization has a negative side as well as positive .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
"Science has changed people's lives a lot . In fact, we can think how different our lives are compared to our parents' or grandparents' lives . For example, my parents didn't watch tv because there wasn't any tv in the world when they were young. but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,explicit_template,,r10-cf-00300,,"replace ""lot ."" with ""lot.""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"Science has changed people's lives a lot . In fact, we can think how different our lives are compared to our parents' or grandparents' lives . For example, my parents didn't watch tv because there wasn't any tv in the world when they were young. but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,generic,,r10-cf-00304,,"replace ""lot ."" with ""lot.""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"The city has many projects such as "" Keep it clean , keep it beautiful "", the goal of which is to promote proper disposal in the public areas today.","The city has many projects such as "" Keep it clean , keep it beauty "" , the goal of which is to promote proper disposal in the public areas today .",,EXPECT,,,,generic,,r10-cf-00394,,"replace ""beauty"" with ""beautiful""",sequence-to-sequence,t5_base_grammar,,,"The city has many projects such as "" Keep it clean , keep it beautiful "", the goal of which is to promote proper disposal in the public areas.","The city has many projects such as "" Keep it clean , keep it beauty "" , the goal of which is to promote proper disposal in the public areas .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
What a wonderful day! There is April now and finally spring has come today.,What a wonderful day ! There is April now and finally spring has come today .,,EXPECT,,,,rule_grounded_automatic,,r10-cf-00331,,"replace ""! There"" with ""there""",sequence-to-sequence,t5_base_grammar,,,"Then, there is April now, and finally spring has come.",What a wonderful day ! There is April now and finally spring has come .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
"Science has changed people's lives a lot . In fact, we can think how different our lives are compared to our parents' or grandparents' lives . For example, my parents didn't watch tv because there wasn't any tv in the world when they were young. but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,rule_grounded_automatic,,r10-cf-00291,,"replace ""people 's"" with ""people's""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
We hope my house will win the championship next year.,We hope my house will win the champion next year .,,EXPECT,,,,swapped_across_sentence,,r10-cf-00233,,"replace ""champion"" with ""championship""",sequence-to-sequence,t5_base_grammar,,,I hope my house will win the championship next year.,I hope my house will win the champion next year .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_i_to_we
"Science has changed people's lives a lot . In fact, we can think how different our lives are compared to our parents' or grandparents' lives . For example, my parents didn't watch tv because there wasn't any tv in the world when they were young. but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00213,,"replace ""ed"" with ""and""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"Science has changed people's lives a lot . In fact, we can think how different our lives are compared to our parents' or grandparents' lives . For example, my parents didn't watch tv because there wasn't any tv in the world when they were young. but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,wrong_rule,,r10-cf-00312,,"replace ""fact"" with ""fact,""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
Everyone should develop their awareness of public manner today.,Everyone should develop their awareness of public manner today .,,EXPECT,,,,wrong_rule,,r10-cf-00372,,"replace ""manner ."" with ""manner.""",sequence-to-sequence,t5_base_grammar,,,The goal is to develop their awareness of the public manner.,Everyone should develop their awareness of public manner .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
"In my community, we are very interested in the environment and ecological things.","In my community , we are very interested in the environment and ecological things .",,EXPECT,,,,explicit_template,,r10-cf-00205,,"replace ""at"" with ""in""",sequence-to-sequence,t5_base_grammar,,,"In my community, we are very interested in the environment and ecological things.","In my community , we are very interested at the environment and ecological things .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has changed people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,explicit_template,,r10-cf-00285,,"replace ""chanched"" with ""changed""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"In the end, I think if many people want the Monarchy to be established, a general election should be called and then see if the Monarchy should be abolished.","In the end I think if many people want the Monarchy to be established, a general election should be called and then see if the Monarchy should be abolished .",,EXPECT,,,,generic,,r10-cf-00349,,"replace ""ablished"" with ""established,""",sequence-to-sequence,t5_base_grammar,,,"In the end, I think if many people want the monarchy to be established, a general election should be called and then see if the monarchy should be abolished.",In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,generic,,r10-cf-00219,,"replace ""ed"" with ""and""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,rule_grounded_automatic,,r10-cf-00216,,"replace ""ed"" with ""and""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"I love my family especially my little sister, she is sixteen years old and I consider her my best friend because I usually tell her everything about my life.","i love my family especially my little sister , she is sixteen years old , i consider her my best friend because i usually tell her everything about my life .",,EXPECT,,,,rule_grounded_automatic,,r10-cf-00256,,"replace ""has"" with ""is""",sequence-to-sequence,t5_base_grammar,,,"i love my family, especially my little sister, who is sixteen years old, and I consider her my best friend because I usually tell her everything about my life.","i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Technology has changed people's lives a lot . In fact, we can think how different our lives are compared to our parents' or grandparents' lives . For example, my parents didn't watch tv because there wasn't any tv in the world when they were young. but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact, we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00318,,"replace ""fact"" with ""fact,""",sequence-to-sequence,t5_base_grammar,,,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
We should use public transportation because at the present there are a lot of cars in the world that pollute and unfortunately we are harming the environment and the world.,We should use public transport because at the present there are a lot of cars in the world that pollute and unfortunately we are harming the environment and the world .,,EXPECT,,,,swapped_across_sentence,,r10-cf-00228,,"delete ""of""",sequence-to-sequence,t5_base_grammar,,,We should use public transportation because at the present there are a lot of cars in the world that pollute and unfortunately we are harming the environment and the world.,We should use of public transport because at the present there are a lot of cars in the world that pollute and unfortunately we are harming the environment and the world .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it.","I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it .",,EXPECT,,,,wrong_rule,,r10-cf-00387,,"replace ""of"" with ""for""",sequence-to-sequence,t5_base_grammar,,,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it.","I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"The city has many projects such as "" Keep it clean , keep it beautiful "", the goal of which is to promote proper disposal in the public areas.","The city has many projects such as "" Keep it clean , keep it beautiful "" , the goal of which is to promote proper disposal in the public areas .",,EXPECT,,,,wrong_rule,,r10-cf-00397,,"replace ""beauty"" with ""beautiful""",sequence-to-sequence,t5_base_grammar,,,"The city has many projects such as "" Keep it clean , keep it beautiful "", the goal of which is to promote proper disposal in the public areas.","The city has many projects such as "" Keep it clean , keep it beauty "" , the goal of which is to promote proper disposal in the public areas .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"In my community, we are very interested in the environment and ecological things.","In my community, we are very interested at the environment and ecological things .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00468,,"replace ""community ,"" with ""community,""",instruction-following text editor,coedit_large,,,"In my community, we are very interested in the environment and ecological things.","In my community , we are very interested at the environment and ecological things .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"In the end, I think if many people want the Monarchy to be abolished, a general election should be called and then see if the Monarchy should be abolished.","In the end I think if many people want the Monarchy to be abolished, a general election should be called and then see if the Monarchy should be abolished .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00548,,"replace ""ablished"" with ""abolished,""",instruction-following text editor,coedit_large,,,"In the end, I think if many people want the Monarchy to be abolished, a general election should be called and then see if the Monarchy should be abolished.",In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
The traffic can affect vehicles and buses to the same extent .,The traffic can affect vehicles and buses at the same extent .,,EXPECT,,,,swapped_across_sentence,,r10-cf-00193,,"replace ""at"" with ""to""",sequence-to-edit,gector_roberta_base,,,The traffic can affect cars and buses to the same extent .,The traffic can affect cars and buses at the same extent .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_4_cars_to_vehicles
"Additionally, people now continue to destroy more agriculture and forest in order to satisfy all their needs, which will discredit the ecosystem diversity and biodiversity, especially the endangered species.","Additionally , people now continue to destroy more agriculture and forest in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity especially the endangered species .",,EXPECT,,,,explicit_template,,r10-cf-00365,,"replace ""agricultures"" with ""agriculture""",sequence-to-sequence,t5_base_grammar,,,"Additionally, people now continue to destroy more agriculture and forest in order to satisfy all their needs, which will discredit the ecosystem diversity and biodiversity, especially the endangered species.","Additionally , people now continue to destroy more agricultures and forest in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity especially the endangered species .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
I hope my house will win the championship next year.,I hope my house will win the championship next year .,,EXPECT,,,,explicit_template,,r10-cf-00235,,"replace ""champion"" with ""championship""",sequence-to-sequence,t5_base_grammar,,,I hope my house will win the championship next year.,I hope my house will win the champion next year .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"Science has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,explicit_template,,r10-cf-00060,,"replace ""chanched"" with ""changed""",sequence-to-edit,gector_roberta_base,,,"Technology has changed people 's lives a lot . In fact , we can think about how different our lives are compared either to our parents ' or our grandparents ' lives . For example , my parents did n't watch TV , because there was n't any TV in the world when they were children . That is n't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
The traffic can affect vehicles and buses to the same extent.,The traffic can affect vehicles and buses at the same extent .,,EXPECT,,,,swapped_across_sentence,,r10-cf-00563,,"replace ""at"" with ""to""",instruction-following text editor,coedit_large,,,The traffic can affect cars and buses to the same extent.,The traffic can affect cars and buses at the same extent .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_4_cars_to_vehicles
They were planning to steal a very precious thing from the gallery tonight .,They were planning to steal a very precious thing from Gallery tonight .,,EXPECT,,,,rule_grounded_automatic,,r10-cf-00121,,"insert ""the""",sequence-to-edit,gector_roberta_base,,,They were planning to steal a very precious thing from the museum tonight .,They were planning to steal a very precious thing from Museum tonight .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_10_museum_to_gallery
"Science has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Science has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",,EXPECT,,,,swapped_across_sentence,,r10-cf-00493,,"replace ""people 's"" with ""people's""",instruction-following text editor,coedit_large,,,"Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.","Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_technology_to_science
"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it.","I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it .",,EXPECT,,,,generic,,r10-cf-00389,,"replace ""of"" with ""for""",sequence-to-sequence,t5_base_grammar,,,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it.","I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,rule_relevant,apply_original_model_edit_to_source
"We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars today.","we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars today .",,EXPECT,,,,wrong_rule,,r10-cf-00552,,"replace ""dissappearing"" with ""dissappearing.""",instruction-following text editor,coedit_large,,,"We think that in the future, the planet will be in a bad condition and the trees will be dissappearing. After that, we will have wars.","we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,append_non_error_time_adverb_before_final_punctuation
Devices have had a most significant impact on people in the latter half of the 20th century.,Devices have had a most significant impact on the people in the latter 1/2 of the 20th century .,,EXPECT,,,,swapped_across_sentence,,r10-cf-00573,,"delete ""the""",instruction-following text editor,coedit_large,,,Computers have had a most significant impact on people in the latter half of the 20th century.,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,"Given the explanation and counterfactual source, what should happen to the original edit?",,,,counterfactual_edit_simulatability,error_irrelevant,replace_non_error_token_0_computers_to_devices
